Id,Mosquito,Xcoord,Ycoord,Neighbors,Members
root.buildings[452]( parameter = 0.0, capacityOfMosquitoes = 40.0 ), 555378.9546277225, 1824656.7484663692, 1, 3
root.buildings[453]( parameter = 0.0, capacityOfMosquitoes = 99.0 ), 554380.8626583997, 1827016.0561121185, 1, 2
root.buildings[454]( parameter = 0.0, capacityOfMosquitoes = 31.0 ), 555292.7092520812, 1826611.1819315543, 0, 4
root.buildings[455]( parameter = 0.0, capacityOfMosquitoes = 59.0 ), 556391.4825547559, 1826740.6656389614, 0, 2
root.buildings[456]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 555776.6717729475, 1827597.5822757026, 0, 2
root.buildings[457]( parameter = 0.0, capacityOfMosquitoes = 4.0 ), 554524.5439545637, 1826774.963953094, 0, 3
root.buildings[458]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 555202.876749775, 1824889.7807042617, 0, 2
root.buildings[459]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 556300.9607449981, 1825177.4386631104, 0, 3
root.buildings[460]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 554537.9566947191, 1826995.862868443, 0, 3
root.buildings[461]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 555399.4944554862, 1824997.13284226, 0, 2
root.buildings[462]( parameter = 0.0, capacityOfMosquitoes = 82.0 ), 554373.9113562395, 1827353.6819242383, 0, 5
root.buildings[463]( parameter = 0.0, capacityOfMosquitoes = 119.0 ), 554518.937592562, 1827132.0731047394, 0, 3
root.buildings[464]( parameter = 0.0, capacityOfMosquitoes = 64.0 ), 556427.8028216123, 1827720.4686815145, 2, 2
root.buildings[465]( parameter = 0.0, capacityOfMosquitoes = 1.0 ), 554178.0956111393, 1828027.8881204273, 0, 2
root.buildings[466]( parameter = 0.0, capacityOfMosquitoes = 29.0 ), 554445.1576505153, 1826923.8610464549, 2, 2
root.buildings[467]( parameter = 0.0, capacityOfMosquitoes = 7.0 ), 556195.0139693825, 1827411.8021128522, 0, 3
root.buildings[468]( parameter = 0.0, capacityOfMosquitoes = 35.0 ), 555768.6566199253, 1825986.716076679, 0, 3
root.buildings[469]( parameter = 0.0, capacityOfMosquitoes = 88.0 ), 555746.7245916701, 1825422.3009368093, 0, 2
root.buildings[470]( parameter = 0.0, capacityOfMosquitoes = 31.0 ), 556238.3834652561, 1827184.7735636185, 1, 2
root.buildings[471]( parameter = 0.0, capacityOfMosquitoes = 6.0 ), 554890.1311968173, 1826278.4673459984, 0, 4
root.buildings[472]( parameter = 0.0, capacityOfMosquitoes = 15.0 ), 554346.587702623, 1825754.3241020765, 1, 3
root.buildings[473]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 555996.3568868233, 1826587.225565222, 0, 7
root.buildings[474]( parameter = 0.0, capacityOfMosquitoes = 35.0 ), 556356.7865418062, 1826211.28217384, 0, 3
root.buildings[475]( parameter = 0.0, capacityOfMosquitoes = 13.0 ), 554519.7219391536, 1826194.7224735713, 1, 2
root.buildings[476]( parameter = 0.0, capacityOfMosquitoes = 38.0 ), 556389.3544358913, 1826791.7254731474, 0, 2
root.buildings[477]( parameter = 0.0, capacityOfMosquitoes = 50.0 ), 555387.2721936295, 1826565.8845335043, 0, 5
root.buildings[478]( parameter = 0.0, capacityOfMosquitoes = 63.0 ), 554537.5864704496, 1825674.7494720856, 0, 3
root.buildings[479]( parameter = 0.0, capacityOfMosquitoes = 41.0 ), 555822.4043658484, 1825540.1209066852, 1, 3
root.buildings[480]( parameter = 0.0, capacityOfMosquitoes = 22.0 ), 555092.0517506344, 1826255.2992561292, 1, 2
root.buildings[481]( parameter = 0.0, capacityOfMosquitoes = 42.0 ), 556490.1087996558, 1825898.9520976418, 0, 4
root.buildings[482]( parameter = 0.0, capacityOfMosquitoes = 12.0 ), 554279.9087422258, 1827623.7075713843, 1, 2
root.buildings[483]( parameter = 0.0, capacityOfMosquitoes = 3.0 ), 556174.6032854068, 1826734.9303884713, 0, 2
root.buildings[484]( parameter = 0.0, capacityOfMosquitoes = 29.0 ), 555081.6537327105, 1824305.2107307995, 0, 2
root.buildings[485]( parameter = 0.0, capacityOfMosquitoes = 36.0 ), 554192.5567496539, 1827510.5812667494, 0, 2
root.buildings[486]( parameter = 0.0, capacityOfMosquitoes = 13.0 ), 554593.4591807283, 1826180.2686491655, 0, 4
root.buildings[487]( parameter = 0.0, capacityOfMosquitoes = 148.0 ), 555243.6928583211, 1827756.5486651885, 0, 5
root.buildings[488]( parameter = 0.0, capacityOfMosquitoes = 37.0 ), 555267.3742246067, 1825927.6070607023, 2, 4
root.buildings[489]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 554277.1914290546, 1824425.9278680577, 0, 2
root.buildings[490]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 555057.6858224408, 1825262.5358213158, 0, 2
root.buildings[491]( parameter = 0.0, capacityOfMosquitoes = 20.0 ), 555933.0788364741, 1826493.1268351004, 1, 2
root.buildings[492]( parameter = 0.0, capacityOfMosquitoes = 35.0 ), 554229.4497876164, 1825077.682180507, 0, 2
root.buildings[493]( parameter = 0.0, capacityOfMosquitoes = 24.0 ), 555669.4526047389, 1826928.5712707147, 1, 4
root.buildings[494]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 554550.416630248, 1825318.3524801573, 0, 3
root.buildings[495]( parameter = 0.0, capacityOfMosquitoes = 16.0 ), 554234.6271832456, 1824377.6030137008, 1, 2
root.buildings[496]( parameter = 0.0, capacityOfMosquitoes = 43.0 ), 555374.9592462779, 1826932.1827582403, 0, 2
root.buildings[497]( parameter = 0.0, capacityOfMosquitoes = 85.0 ), 555545.5931006123, 1827570.5494864117, 0, 7
root.buildings[498]( parameter = 0.0, capacityOfMosquitoes = 43.0 ), 554261.6932000937, 1825327.986958397, 0, 8
root.buildings[499]( parameter = 0.0, capacityOfMosquitoes = 88.0 ), 554500.5180371676, 1824770.7901284257, 0, 3
root.buildings[500]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 554445.1576910681, 1825014.0189199138, 0, 3
root.buildings[501]( parameter = 0.0, capacityOfMosquitoes = 71.0 ), 555337.5645827894, 1824735.8525367212, 0, 4
root.buildings[502]( parameter = 0.0, capacityOfMosquitoes = 13.0 ), 554244.2792783445, 1824518.1364628458, 0, 2
root.buildings[503]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 556056.4321971551, 1825728.6066661407, 0, 3
root.buildings[504]( parameter = 0.0, capacityOfMosquitoes = 50.0 ), 556061.0097006132, 1825575.5949082552, 1, 3
root.buildings[505]( parameter = 0.0, capacityOfMosquitoes = 64.0 ), 555405.2232878855, 1827620.6386614577, 1, 2
root.buildings[506]( parameter = 0.0, capacityOfMosquitoes = 20.0 ), 554367.6578459342, 1827832.2868312935, 1, 3
root.buildings[507]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 555613.1173965889, 1825057.9347648176, 0, 3
root.buildings[508]( parameter = 0.0, capacityOfMosquitoes = 14.0 ), 555979.2412464403, 1826855.8650251555, 1, 2
root.buildings[509]( parameter = 0.0, capacityOfMosquitoes = 12.0 ), 556421.923007056, 1826367.9633088359, 1, 5
root.buildings[510]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 555090.6223027278, 1827489.3472702592, 0, 5
root.buildings[511]( parameter = 0.0, capacityOfMosquitoes = 0.0 ), 555576.4357908027, 1827259.692493697, 0, 5
root.buildings[512]( parameter = 0.0, capacityOfMosquitoes = 76.0 ), 556387.3526098012, 1824835.8768751353, 0, 6
root.buildings[513]( parameter = 0.0, capacityOfMosquitoes = 118.0 ), 556290.8897837889, 1825892.3815748254, 0, 2
root.buildings[514]( parameter = 0.0, capacityOfMosquitoes = 85.0 ), 554313.2317065615, 1824383.5202455625, 0, 5
root.buildings[515]( parameter = 0.0, capacityOfMosquitoes = 35.0 ), 555159.3883319575, 1827754.7640198304, 0, 3
root.buildings[516]( parameter = 0.0, capacityOfMosquitoes = 61.0 ), 555633.3071110654, 1826918.6768020603, 1, 2
root.buildings[517]( parameter = 0.0, capacityOfMosquitoes = 39.0 ), 554256.8870094989, 1827619.0122022114, 1, 2
root.buildings[518]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 556137.5872173312, 1826318.4697950715, 0, 3
root.buildings[519]( parameter = 0.0, capacityOfMosquitoes = 153.0 ), 555845.549214273, 1825536.2363404895, 1, 2
root.buildings[520]( parameter = 0.0, capacityOfMosquitoes = 88.0 ), 556395.0935758376, 1825320.2985008708, 0, 3
root.buildings[521]( parameter = 0.0, capacityOfMosquitoes = 45.0 ), 554200.026159533, 1828081.4127533706, 0, 2
root.buildings[522]( parameter = 0.0, capacityOfMosquitoes = 62.0 ), 555909.3607795218, 1824706.143551372, 1, 2
root.buildings[523]( parameter = 0.0, capacityOfMosquitoes = 1.0 ), 555743.3396592991, 1826999.8157832948, 0, 2
root.buildings[524]( parameter = 0.0, capacityOfMosquitoes = 19.0 ), 555085.6530214133, 1826650.8237314878, 0, 4
root.buildings[525]( parameter = 0.0, capacityOfMosquitoes = 33.0 ), 555111.8786839261, 1827197.0510216956, 0, 2
root.buildings[526]( parameter = 0.0, capacityOfMosquitoes = 60.0 ), 554460.2666019276, 1825360.3491044317, 0, 2
root.buildings[527]( parameter = 0.0, capacityOfMosquitoes = 41.0 ), 554587.939084894, 1828017.815720873, 0, 3
root.buildings[528]( parameter = 0.0, capacityOfMosquitoes = 94.0 ), 554702.8137749657, 1826045.9917184033, 0, 2
root.buildings[529]( parameter = 0.0, capacityOfMosquitoes = 25.0 ), 555140.5170088862, 1824421.4235871874, 0, 2
root.buildings[530]( parameter = 0.0, capacityOfMosquitoes = 30.0 ), 555562.256649123, 1826910.103779481, 0, 2
root.buildings[531]( parameter = 0.0, capacityOfMosquitoes = 63.0 ), 555816.9205568612, 1826285.299872619, 0, 5
root.buildings[532]( parameter = 0.0, capacityOfMosquitoes = 137.0 ), 555908.4306189566, 1826928.1031080736, 0, 2
root.buildings[533]( parameter = 0.0, capacityOfMosquitoes = 24.0 ), 555067.9784452984, 1827871.9555414224, 0, 8
root.buildings[534]( parameter = 0.0, capacityOfMosquitoes = 44.0 ), 556254.5331080569, 1827892.1986178977, 1, 3
root.buildings[535]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 555549.6689370981, 1824375.5662833117, 0, 2
root.buildings[536]( parameter = 0.0, capacityOfMosquitoes = 51.0 ), 554319.335027317, 1825666.1545400573, 1, 2
root.buildings[537]( parameter = 0.0, capacityOfMosquitoes = 38.0 ), 556210.6511927086, 1827876.0130982636, 1, 3
root.buildings[538]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 555862.083068731, 1825710.940073359, 0, 4
root.buildings[539]( parameter = 0.0, capacityOfMosquitoes = 44.0 ), 555290.6046274231, 1827810.1803188708, 0, 3
root.buildings[540]( parameter = 0.0, capacityOfMosquitoes = 68.0 ), 555972.4833646745, 1824623.3636818363, 0, 2
root.buildings[541]( parameter = 0.0, capacityOfMosquitoes = 46.0 ), 555571.452475944, 1825963.9752683612, 0, 3
root.buildings[542]( parameter = 0.0, capacityOfMosquitoes = 39.0 ), 554655.8336566745, 1825216.782431111, 0, 3
root.buildings[543]( parameter = 0.0, capacityOfMosquitoes = 25.0 ), 555956.3239989772, 1824571.943744558, 0, 2
root.buildings[544]( parameter = 0.0, capacityOfMosquitoes = 101.0 ), 556498.3180991233, 1827089.8239003555, 0, 2
root.buildings[545]( parameter = 0.0, capacityOfMosquitoes = 63.0 ), 554899.3768038062, 1824578.9766440154, 0, 2
root.buildings[546]( parameter = 0.0, capacityOfMosquitoes = 88.0 ), 554579.9144816307, 1824810.0792101647, 1, 2
root.buildings[547]( parameter = 0.0, capacityOfMosquitoes = 57.0 ), 554644.7160582497, 1827317.4558382821, 0, 3
root.buildings[548]( parameter = 0.0, capacityOfMosquitoes = 32.0 ), 555265.367675024, 1824354.2541778276, 0, 4
root.buildings[549]( parameter = 0.0, capacityOfMosquitoes = 15.0 ), 554634.3472951793, 1827793.1116311217, 0, 2
root.buildings[550]( parameter = 0.0, capacityOfMosquitoes = 55.0 ), 554623.3068408659, 1825057.2495389234, 0, 5
root.buildings[551]( parameter = 0.0, capacityOfMosquitoes = 43.0 ), 556536.6029444326, 1827162.0370205888, 0, 4
root.buildings[552]( parameter = 0.0, capacityOfMosquitoes = 1.0 ), 554601.8923819303, 1826636.96545966, 1, 2
root.buildings[553]( parameter = 0.0, capacityOfMosquitoes = 33.0 ), 556200.8908748954, 1825416.6447368513, 0, 2
root.buildings[554]( parameter = 0.0, capacityOfMosquitoes = 36.0 ), 556544.5285126088, 1824385.0259302065, 0, 4
root.buildings[555]( parameter = 0.0, capacityOfMosquitoes = 30.0 ), 554278.3763114766, 1824355.8473510707, 0, 2
root.buildings[556]( parameter = 0.0, capacityOfMosquitoes = 5.0 ), 555497.9251980371, 1826166.7482182703, 0, 2
root.buildings[557]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 555136.2195252349, 1826470.6605887434, 0, 2
root.buildings[558]( parameter = 0.0, capacityOfMosquitoes = 69.0 ), 556040.1222123003, 1828092.9317786465, 0, 7
root.buildings[559]( parameter = 0.0, capacityOfMosquitoes = 71.0 ), 556277.3393183198, 1824936.6374902204, 0, 2
root.buildings[560]( parameter = 0.0, capacityOfMosquitoes = 100.0 ), 555100.8594621976, 1826704.5753110847, 0, 2
root.buildings[561]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 555020.9743455127, 1825562.593539916, 0, 2
root.buildings[562]( parameter = 0.0, capacityOfMosquitoes = 19.0 ), 555025.1399843846, 1827642.654726328, 0, 5
root.buildings[563]( parameter = 0.0, capacityOfMosquitoes = 7.0 ), 554162.3977840389, 1824722.6908449845, 0, 2
root.buildings[564]( parameter = 0.0, capacityOfMosquitoes = 54.0 ), 555460.777178653, 1826707.994346694, 0, 5
root.buildings[565]( parameter = 0.0, capacityOfMosquitoes = 52.0 ), 554666.5174616822, 1825057.9549766805, 0, 2
root.buildings[566]( parameter = 0.0, capacityOfMosquitoes = 104.0 ), 554752.3277340217, 1825506.2886144596, 0, 4
root.buildings[567]( parameter = 0.0, capacityOfMosquitoes = 40.0 ), 555323.2114491536, 1827034.103676821, 1, 2
root.buildings[568]( parameter = 0.0, capacityOfMosquitoes = 24.0 ), 556419.2171335584, 1824642.6183076943, 0, 2
root.buildings[569]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 554431.1787895698, 1824830.6339093593, 0, 2
root.buildings[570]( parameter = 0.0, capacityOfMosquitoes = 105.0 ), 555986.6748928569, 1827904.329519228, 1, 2
root.buildings[571]( parameter = 0.0, capacityOfMosquitoes = 34.0 ), 554468.8653970509, 1827962.4889651234, 0, 5
root.buildings[572]( parameter = 0.0, capacityOfMosquitoes = 34.0 ), 554401.1448361597, 1826881.4595716312, 0, 3
root.buildings[573]( parameter = 0.0, capacityOfMosquitoes = 7.0 ), 554723.1996977667, 1826200.2763697277, 0, 2
root.buildings[574]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 556382.2138981579, 1826888.6465725824, 0, 3
root.buildings[575]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 556081.6392618337, 1824502.700916722, 0, 3
root.buildings[576]( parameter = 0.0, capacityOfMosquitoes = 118.0 ), 555199.5139886136, 1826296.4720765061, 0, 5
root.buildings[577]( parameter = 0.0, capacityOfMosquitoes = 5.0 ), 554799.3074705884, 1827531.9042152688, 0, 4
root.buildings[578]( parameter = 0.0, capacityOfMosquitoes = 77.0 ), 554246.034546497, 1825864.641994236, 0, 3
root.buildings[579]( parameter = 0.0, capacityOfMosquitoes = 50.0 ), 556030.9044157894, 1827875.1849382513, 0, 4
root.buildings[580]( parameter = 0.0, capacityOfMosquitoes = 22.0 ), 554465.9165697035, 1824755.8686318377, 0, 2
root.buildings[581]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 554919.9335608234, 1826856.0976550197, 1, 3
root.buildings[582]( parameter = 0.0, capacityOfMosquitoes = 69.0 ), 554696.8183326898, 1826405.9498376935, 0, 5
root.buildings[583]( parameter = 0.0, capacityOfMosquitoes = 74.0 ), 555625.4351392869, 1824447.4712886892, 0, 2
root.buildings[584]( parameter = 0.0, capacityOfMosquitoes = 17.0 ), 555571.4035238537, 1827433.7256169007, 1, 2
root.buildings[585]( parameter = 0.0, capacityOfMosquitoes = 64.0 ), 556159.8828196975, 1824902.5705917086, 0, 3
root.buildings[586]( parameter = 0.0, capacityOfMosquitoes = 33.0 ), 555514.018155059, 1825219.1301103234, 0, 3
root.buildings[587]( parameter = 0.0, capacityOfMosquitoes = 15.0 ), 555241.2363246361, 1824597.1972414097, 0, 3
root.buildings[588]( parameter = 0.0, capacityOfMosquitoes = 25.0 ), 556288.9525201846, 1826541.0037851261, 1, 3
root.buildings[589]( parameter = 0.0, capacityOfMosquitoes = 57.0 ), 554250.7012746683, 1827350.7909535714, 0, 2
root.buildings[590]( parameter = 0.0, capacityOfMosquitoes = 67.0 ), 555478.34346756, 1824655.2856961146, 0, 2
root.buildings[591]( parameter = 0.0, capacityOfMosquitoes = 5.0 ), 554625.709655733, 1824753.6580622464, 0, 3
root.buildings[592]( parameter = 0.0, capacityOfMosquitoes = 69.0 ), 555186.5244662806, 1824785.3686691283, 0, 2
root.buildings[593]( parameter = 0.0, capacityOfMosquitoes = 47.0 ), 556153.3216690945, 1824794.974650217, 0, 3
root.buildings[594]( parameter = 0.0, capacityOfMosquitoes = 18.0 ), 554564.182319328, 1827859.8436588312, 0, 2
root.buildings[595]( parameter = 0.0, capacityOfMosquitoes = 34.0 ), 555286.7480165842, 1825012.0137643244, 0, 5
root.buildings[596]( parameter = 0.0, capacityOfMosquitoes = 101.0 ), 554535.3064834059, 1825958.9413338315, 0, 3
root.buildings[597]( parameter = 0.0, capacityOfMosquitoes = 38.0 ), 555384.8461753932, 1827008.1365466337, 0, 4
root.buildings[598]( parameter = 0.0, capacityOfMosquitoes = 34.0 ), 555228.1431716118, 1827386.7665340323, 0, 2
root.buildings[599]( parameter = 0.0, capacityOfMosquitoes = 35.0 ), 555289.5293346912, 1826077.8149674656, 0, 5
root.buildings[600]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 555158.906611331, 1824569.7535748323, 0, 5
root.buildings[601]( parameter = 0.0, capacityOfMosquitoes = 4.0 ), 555576.8178390446, 1827408.0061487246, 1, 2
root.buildings[602]( parameter = 0.0, capacityOfMosquitoes = 53.0 ), 555023.511126945, 1828031.3819981788, 0, 2
root.buildings[603]( parameter = 0.0, capacityOfMosquitoes = 21.0 ), 555581.3285053862, 1824364.7983385604, 0, 7
root.buildings[604]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 555375.3908033842, 1824643.8844912038, 1, 2
root.buildings[605]( parameter = 0.0, capacityOfMosquitoes = 8.0 ), 556443.7304492886, 1825069.7435472996, 0, 5
root.buildings[606]( parameter = 0.0, capacityOfMosquitoes = 54.0 ), 554438.222684243, 1826646.026369892, 0, 4
root.buildings[607]( parameter = 0.0, capacityOfMosquitoes = 3.0 ), 555342.4118718939, 1827050.2287811178, 1, 3
root.buildings[608]( parameter = 0.0, capacityOfMosquitoes = 56.0 ), 554332.9258692492, 1824900.5921432949, 0, 2
root.buildings[609]( parameter = 0.0, capacityOfMosquitoes = 72.0 ), 555088.4821996945, 1825022.9060175736, 0, 2
root.buildings[610]( parameter = 0.0, capacityOfMosquitoes = 31.0 ), 554367.2808476157, 1824750.07660493, 0, 3
root.buildings[611]( parameter = 0.0, capacityOfMosquitoes = 91.0 ), 554635.3028771837, 1827374.1937502394, 0, 2
root.buildings[612]( parameter = 0.0, capacityOfMosquitoes = 4.0 ), 555996.2447738433, 1826833.4157513839, 1, 2
root.buildings[613]( parameter = 0.0, capacityOfMosquitoes = 12.0 ), 556552.7281691199, 1827598.6414195865, 0, 2
root.buildings[614]( parameter = 0.0, capacityOfMosquitoes = 19.0 ), 554785.221341834, 1827726.5392791075, 0, 4
root.buildings[615]( parameter = 0.0, capacityOfMosquitoes = 23.0 ), 555404.7793334561, 1825428.1819728315, 0, 2
root.buildings[616]( parameter = 0.0, capacityOfMosquitoes = 56.0 ), 554399.9366570797, 1825276.143708465, 0, 3
root.buildings[617]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 556320.5673654091, 1825018.6136191129, 0, 4
root.buildings[618]( parameter = 0.0, capacityOfMosquitoes = 28.0 ), 556569.2663718773, 1827228.4082001604, 0, 3
root.buildings[619]( parameter = 0.0, capacityOfMosquitoes = 22.0 ), 556118.7537300545, 1827764.1691940408, 0, 3
root.buildings[620]( parameter = 0.0, capacityOfMosquitoes = 62.0 ), 555423.2095328058, 1825994.6703439178, 0, 2
root.buildings[621]( parameter = 0.0, capacityOfMosquitoes = 73.0 ), 555981.2415872307, 1827879.8894699411, 1, 3
root.buildings[622]( parameter = 0.0, capacityOfMosquitoes = 14.0 ), 555700.9556535432, 1826988.6824924382, 0, 4
root.buildings[623]( parameter = 0.0, capacityOfMosquitoes = 6.0 ), 556481.7641158637, 1826133.337634652, 2, 2
root.buildings[624]( parameter = 0.0, capacityOfMosquitoes = 68.0 ), 554478.0207521159, 1826277.4916361764, 2, 4
root.buildings[625]( parameter = 0.0, capacityOfMosquitoes = 118.0 ), 554581.809243499, 1824333.456862458, 0, 2
root.buildings[626]( parameter = 0.0, capacityOfMosquitoes = 12.0 ), 554182.0884439693, 1825202.4563458057, 0, 3
root.buildings[627]( parameter = 0.0, capacityOfMosquitoes = 28.0 ), 556354.1597803631, 1825367.2411440213, 0, 5
root.buildings[628]( parameter = 0.0, capacityOfMosquitoes = 48.0 ), 554951.584963249, 1824731.371167645, 0, 3
root.buildings[629]( parameter = 0.0, capacityOfMosquitoes = 29.0 ), 556546.3947912242, 1827381.288046076, 0, 3
root.buildings[630]( parameter = 0.0, capacityOfMosquitoes = 20.0 ), 554251.7377596756, 1824792.896045828, 0, 2
root.buildings[631]( parameter = 0.0, capacityOfMosquitoes = 13.0 ), 556425.6938148643, 1827715.509200552, 2, 3
root.buildings[632]( parameter = 0.0, capacityOfMosquitoes = 46.0 ), 555611.84262048, 1825268.1910771846, 0, 3
root.buildings[633]( parameter = 0.0, capacityOfMosquitoes = 15.0 ), 554597.1281221665, 1827560.854530234, 0, 2
root.buildings[634]( parameter = 0.0, capacityOfMosquitoes = 33.0 ), 555639.9536516626, 1825949.5364112046, 1, 3
root.buildings[635]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 555147.2315753212, 1824372.4509097887, 0, 2
root.buildings[636]( parameter = 0.0, capacityOfMosquitoes = 33.0 ), 555607.3618142621, 1827871.231474109, 0, 2
root.buildings[637]( parameter = 0.0, capacityOfMosquitoes = 37.0 ), 556434.1965957534, 1824966.942805186, 0, 3
root.buildings[638]( parameter = 0.0, capacityOfMosquitoes = 89.0 ), 555290.7522470839, 1826008.737638983, 1, 3
root.buildings[639]( parameter = 0.0, capacityOfMosquitoes = 99.0 ), 554836.9962494584, 1827996.1916989377, 0, 3
root.buildings[640]( parameter = 0.0, capacityOfMosquitoes = 62.0 ), 555019.8770288281, 1826212.8375976572, 0, 2
root.buildings[641]( parameter = 0.0, capacityOfMosquitoes = 40.0 ), 556441.4090153193, 1827364.8552582932, 0, 7
root.buildings[642]( parameter = 0.0, capacityOfMosquitoes = 82.0 ), 554683.9623241848, 1825603.0963806899, 0, 3
root.buildings[643]( parameter = 0.0, capacityOfMosquitoes = 88.0 ), 554850.2694611227, 1825502.6018646199, 0, 3
root.buildings[644]( parameter = 0.0, capacityOfMosquitoes = 17.0 ), 555811.2273345835, 1825429.1301019622, 0, 2
root.buildings[645]( parameter = 0.0, capacityOfMosquitoes = 30.0 ), 556029.2759334024, 1824361.0120579486, 0, 2
root.buildings[646]( parameter = 0.0, capacityOfMosquitoes = 94.0 ), 555792.3943927682, 1827018.4090436255, 0, 4
root.buildings[647]( parameter = 0.0, capacityOfMosquitoes = 15.0 ), 554644.7818766484, 1826122.7021859812, 0, 2
root.buildings[648]( parameter = 0.0, capacityOfMosquitoes = 133.0 ), 554184.4831860057, 1825794.3563758759, 0, 4
root.buildings[649]( parameter = 0.0, capacityOfMosquitoes = 60.0 ), 556456.7077557042, 1826129.81687536, 2, 2
root.buildings[650]( parameter = 0.0, capacityOfMosquitoes = 59.0 ), 555299.8937221838, 1826033.0037132492, 1, 5
root.buildings[651]( parameter = 0.0, capacityOfMosquitoes = 49.0 ), 554394.9217695516, 1825853.3556595112, 0, 3
root.buildings[652]( parameter = 0.0, capacityOfMosquitoes = 42.0 ), 555452.1097480139, 1824805.8502216977, 1, 2
root.buildings[653]( parameter = 0.0, capacityOfMosquitoes = 48.0 ), 555565.8773055373, 1827374.4822788632, 0, 2
root.buildings[654]( parameter = 0.0, capacityOfMosquitoes = 53.0 ), 555207.4757697692, 1827005.3275209132, 1, 5
root.buildings[655]( parameter = 0.0, capacityOfMosquitoes = 45.0 ), 556491.7393738457, 1825758.601696188, 0, 3
root.buildings[656]( parameter = 0.0, capacityOfMosquitoes = 75.0 ), 554547.9520148002, 1826182.8765120148, 0, 2
root.buildings[657]( parameter = 0.0, capacityOfMosquitoes = 14.0 ), 555184.2258028039, 1827011.0249502196, 1, 6
root.buildings[658]( parameter = 0.0, capacityOfMosquitoes = 34.0 ), 555132.7820473752, 1827472.7293012792, 0, 3
root.buildings[659]( parameter = 0.0, capacityOfMosquitoes = 19.0 ), 555340.2572320645, 1825905.325381497, 0, 2
root.buildings[660]( parameter = 0.0, capacityOfMosquitoes = 19.0 ), 556203.3558752334, 1825665.1127201936, 0, 4
root.buildings[661]( parameter = 0.0, capacityOfMosquitoes = 119.0 ), 555127.0811434586, 1826864.5978912918, 1, 2
root.buildings[662]( parameter = 0.0, capacityOfMosquitoes = 0.0 ), 554535.3729437542, 1826418.614069304, 1, 3
root.buildings[663]( parameter = 0.0, capacityOfMosquitoes = 89.0 ), 554782.6722709872, 1826122.2199170028, 0, 3
root.buildings[664]( parameter = 0.0, capacityOfMosquitoes = 4.0 ), 556420.2077024335, 1827155.0141508086, 0, 2
root.buildings[665]( parameter = 0.0, capacityOfMosquitoes = 26.0 ), 555246.1900165898, 1825895.680524906, 2, 3
root.buildings[666]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 555893.5697684701, 1826625.1745023474, 1, 6
root.buildings[667]( parameter = 0.0, capacityOfMosquitoes = 60.0 ), 556352.3392198003, 1825206.449207327, 1, 6
root.buildings[668]( parameter = 0.0, capacityOfMosquitoes = 92.0 ), 555798.0144586394, 1825291.6195910352, 0, 5
root.buildings[669]( parameter = 0.0, capacityOfMosquitoes = 9.0 ), 555997.3516256725, 1825721.8348809052, 0, 4
root.buildings[670]( parameter = 0.0, capacityOfMosquitoes = 153.0 ), 555928.711967273, 1825753.5368210794, 0, 6
root.buildings[671]( parameter = 0.0, capacityOfMosquitoes = 70.0 ), 554565.0381749297, 1826457.1017604647, 0, 4
root.buildings[672]( parameter = 0.0, capacityOfMosquitoes = 42.0 ), 555479.3600172848, 1827058.2853484966, 0, 3
root.buildings[673]( parameter = 0.0, capacityOfMosquitoes = 158.0 ), 554550.0849653863, 1825354.6103446498, 1, 4
root.buildings[674]( parameter = 0.0, capacityOfMosquitoes = 65.0 ), 555873.7401446326, 1824380.2526976266, 0, 4
root.buildings[675]( parameter = 0.0, capacityOfMosquitoes = 27.0 ), 554374.0422938033, 1827093.9284432686, 0, 3
root.buildings[676]( parameter = 0.0, capacityOfMosquitoes = 66.0 ), 556417.0091001343, 1825616.8323016216, 0, 2
root.buildings[677]( parameter = 0.0, capacityOfMosquitoes = 59.0 ), 555702.9619973985, 1825694.8286960227, 2, 5
